track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded
Animal Instinct,The Cranberries,en,rock,album rock,13,1
I'm Ready,Tevin Campbell,en,r&b,new jack swing,11,1
The Boys Of Summer,Don Henley,en,rock,album rock,13,1
Did You Ever Think - Remix - Radio Edit,R. Kelly,en,r&b,new jack swing,11,1
Redbone,Childish Gambino,en,r&b,urban contemporary,11,1
I Just Want You,Caleb Hawley,en,r&b,neo soul,11,1
Treat You Better,Shawn Mendes,en,pop,dance pop,10,1
Bia' Bia',Lil Jon,en,rap,southern hip hop,12,1
Clan In Da Front,Wu-Tang Clan,en,rap,southern hip hop,12,1
When I See You Smile,Bad English,en,rock,album rock,13,1
Alladat,Jarren Benton,en,r&b,urban contemporary,11,1
Fireflies,Owl City,en,pop,post-teen pop,10,1
Thinking About You (feat. Ayah Marar),Calvin Harris,en,pop,electropop,10,1
Be the One,Dua Lipa,en,pop,electropop,10,1
Not Gon' Cry,Mary J. Blige,en,r&b,new jack swing,11,1
Feel,Victors,en,pop,indie poptimism,10,1
"You're Gonna Go Far, Kid",The Offspring,en,pop,post-teen pop,10,1
Can't You See,The Marshall Tucker Band,en,rock,album rock,13,1
Money For Nothing,Dire Straits,en,rock,classic rock,13,1
Used To,Drake,en,r&b,urban contemporary,11,1
Banquet,Bloc Party,en,rock,album rock,13,1
How We Party,R3HAB,en,edm,big room,8,1
Outta My System,Bow Wow,en,r&b,hip pop,11,1
2 MUCH (feat. 24hrs) (feat. 24hrs),Flosstradamus,en,rap,trap,12,1
Better Give U Up,FKJ,en,r&b,neo soul,11,1
With Me,dvsn,en,r&b,neo soul,11,1
Bang Bang,YNW Melly,en,rap,hip hop,12,1
Renaissance (feat. Clairity),Steve James,en,edm,pop edm,8,1
2U (feat. Justin Bieber),David Guetta,en,pop,electropop,10,1
Stutter,Marianas Trench,en,pop,post-teen pop,10,1
Boom Boom Pow,The Black Eyed Peas,en,pop,post-teen pop,10,1
Make tha Trap Say Aye (feat. Gucci Mane),OJ Da Juiceman,en,rap,southern hip hop,12,1
You Are the One Thing,Bright City,en,edm,progressive electro house,8,1
High School Dropout,Neon Dreams,en,pop,electropop,10,1
Make 'Em Say Ugh,Master P,en,rap,southern hip hop,12,1
Ruby,Kaiser Chiefs,en,rock,permanent wave,13,1
Paranoid,Black Sabbath,en,rock,classic rock,13,1
Easy Love,Sigala,en,latin,tropical,9,1
Paradise,Demun Jones,en,rap,southern hip hop,12,1
The Flute Song,Russ,en,rap,hip hop,12,1
Radar Love,Golden Earring,en,rock,album rock,13,1
slow motion,flor,en,pop,indie poptimism,10,1
Thief,Ookay,en,rap,trap,12,1
Society,Eddie Vedder,en,rock,permanent wave,13,1
Starstruck,Christopher Wilde,en,pop,post-teen pop,10,1
I Don't Fuck With You,Big Sean,en,pop,post-teen pop,10,1
Still Frame,Trapt,en,rock,hard rock,13,1
Issues/Hold On,Teyana Taylor,en,r&b,urban contemporary,11,1
Stellar,Jamila Woods,en,r&b,neo soul,11,1
Sloppy Seconds,Watsky,en,pop,indie poptimism,10,1
Party Rock Anthem,LMFAO,en,pop,post-teen pop,10,1
Right Down the Line,Gerry Rafferty,en,rock,album rock,13,1
Ether,Nas,en,rap,gangster rap,12,1
Bootie in Your Face - No Rock Drop,Deorro,en,edm,electro house,8,1
Calm Down,G-Eazy,en,rap,hip hop,12,1
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,en,latin,latin hip hop,9,1
Heartbeat,Claptone,en,pop,electropop,10,1
Kali Yuga,Ghostemane,en,rap,gangster rap,12,1
First Time - Gryffin Remix,Kygo,en,edm,electro house,8,1
Finally // beautiful stranger,Halsey,en,pop,dance pop,10,1
My Body,Young the Giant,en,pop,indie poptimism,10,1
Save It For A Rainy Day,Stephen Bishop,en,rock,classic rock,13,1
Do You Think About Me,50 Cent,en,rap,gangster rap,12,1
One Woman Man,Dave Hollister,en,r&b,new jack swing,11,1
No More,Disturbed,en,rock,hard rock,13,1
Lullaby - Calvo Remix,Sigala,en,edm,electro house,8,1
You Make My Dreams - Remastered,Daryl Hall & John Oates,en,pop,post-teen pop,10,1
United We Are,Hardwell,en,edm,big room,8,1
Love Will Tear Us Apart - 2010 Remaster,Joy Division,en,pop,electropop,10,1
Again,Wun Two,en,latin,tropical,9,1
Perfect Strangers,Jonas Blue,en,pop,indie poptimism,10,1
Applause,Lady Gaga,en,pop,post-teen pop,10,1
Turnin' Me Up,BJ The Chicago Kid,en,r&b,neo soul,11,1
Faded - Dash Berlin Remix,Alan Walker,en,pop,electropop,10,1
TRUE - Single Edit,Spandau Ballet,en,pop,electropop,10,1
Heroes (we could be),Alesso,en,pop,dance pop,10,1
Picture Perfect,Man Overboard,en,pop,post-teen pop,10,1
Shoot Shoot - 2007 Remastered Version,UFO,en,rock,hard rock,13,1
Back In Black,AC/DC,en,pop,post-teen pop,10,1
The Weekend - Funk Wav Remix,SZA,en,pop,electropop,10,1
Beauty,Dru Hill,en,r&b,urban contemporary,11,1
The Boys Are Back In Town,Thin Lizzy,en,rock,hard rock,13,1
Down 4 Whateva,Nuttin' Nyce,en,r&b,new jack swing,11,1
Another Day,Jamie Lidell,en,rock,album rock,13,1
Gz And Hustlas (feat. Nancy Fletcher),Snoop Dogg,en,rap,gangster rap,12,1
Turning Up,ARASHI,en,pop,dance pop,10,1
Sometimes When We Touch,Dan Hill,en,rock,album rock,13,1
Closely,August Roads,en,pop,indie poptimism,10,1
High Pressure Dave,HEALTH,en,pop,electropop,10,1
Metal,Gary Numan,en,rock,permanent wave,13,1
Take Me Home Tonight,Eddie Money,en,rock,album rock,13,1
Blue Lights,Jorja Smith,en,r&b,urban contemporary,11,1
Rehab,Amy Winehouse,en,r&b,neo soul,11,1
Emotionless,Drake,en,r&b,hip pop,11,1
Morning Starship,Morrissey,en,rock,classic rock,13,1
Don't Worry (feat. Ray Dalton) - Matoma Remix,Madcon,en,edm,pop edm,8,1
CAPO,NLE Choppa,en,rap,gangster rap,12,1
All Night,Parov Stelar,en,edm,electro house,8,1
Burden,Foy Vance,en,r&b,neo soul,11,1
Band of Gypsies - Edit,Cypress Hill,en,latin,latin hip hop,9,1
Break Your Heart,Taio Cruz,en,edm,pop edm,8,1
Adios,EVERGLOW,en,pop,dance pop,10,1
Hate Me Now (feat.- Puff Daddy),Nas,en,rap,gangster rap,12,1
Dancer,Gino Soccio,en,edm,progressive electro house,8,1
Look What You Made Me Do,Taylor Swift,en,pop,post-teen pop,10,1
Sever,Red,en,rock,hard rock,13,1
"Why You Get Funky On Me - From ""House Party"" Soundtrack",Today,en,r&b,new jack swing,11,1
Snapping,CHUNG HA,en,pop,dance pop,10,1
We Are,ONE OK ROCK,en,rock,album rock,13,1
Adios,Kim Viera,en,latin,latin pop,9,1
Girls Just Want to Have Fun,Cyndi Lauper,en,pop,electropop,10,1
Amsterdam,Rick Ross,en,rap,southern hip hop,12,1
Intoxicated - Radio Edit,Martin Solveig,en,pop,electropop,10,1
Answer is near,ONE OK ROCK,en,rock,album rock,13,1
Loyal,ODESZA,en,rap,trap,12,1
Work,Rihanna,en,rap,southern hip hop,12,1
Go to Sleep Little Baby,Niykee Heaton,en,pop,indie poptimism,10,1
Almeda,Solange,en,r&b,neo soul,11,1
6 Man,Drake,en,r&b,urban contemporary,11,1
Show Me Love - Original Mix,Sam Feldt,en,edm,progressive electro house,8,1
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,en,rock,album rock,13,1
Holy,Jamila Woods,en,r&b,neo soul,11,1
How Sweet It Is (To Be Loved by You),James Taylor,en,rock,classic rock,13,1
No Fear (feat. Donna Missal),Rudimental,en,edm,electro house,8,1
World In My Eyes - 2006 Remastered Version,Depeche Mode,en,pop,electropop,10,1
ghostin,Ariana Grande,en,pop,post-teen pop,10,1
Lost,Gareth Emery,en,edm,progressive electro house,8,1
679 (feat. Remy Boyz),Fetty Wap,en,rap,hip hop,12,1
Chemistry,Wiwek,en,edm,progressive electro house,8,1
High Hopes,Panic! At The Disco,en,pop,post-teen pop,10,1
Paris,Magic Man,en,pop,indie poptimism,10,1
Cameras,Matt and Kim,en,pop,indie poptimism,10,1
Ain't My Fault - R3hab Remix,Zara Larsson,en,rap,trap,12,1
Blue Ocean Floor,Justin Timberlake,en,r&b,urban contemporary,11,1
Behind Barz - Bonus,Drake,en,rap,hip hop,12,1
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,en,pop,indie poptimism,10,1
Sending My Love,Zhané,en,r&b,new jack swing,11,1
Only Girl,Kali Uchis,en,r&b,neo soul,11,1
Feeling Good,Demun Jones,en,rap,southern hip hop,12,1
Invisible Touch - 2007 Remaster,Genesis,en,rock,album rock,13,1
Another Day,Paul McCartney,en,rock,album rock,13,1
Hey Now - Arty Remix,London Grammar,en,edm,progressive electro house,8,1
Icarus,Kojey Radical,en,r&b,neo soul,11,1
I just need U. - Capital Kings Remix,TobyMac,en,edm,progressive electro house,8,1
Wait For You (feat. Maia Wright),Mike Williams,en,edm,progressive electro house,8,1
It's your life (feat. Chris Willis),David Guetta,en,edm,progressive electro house,8,1
Get Down,Nas,en,rap,gangster rap,12,1
New Light,John Mayer,en,pop,dance pop,10,1
Nothin' But The Cavi Hit,Mack 10,en,rap,southern hip hop,12,1
Gucci Gang,Lil Pump,en,rap,gangster rap,12,1
Voices In My Head,NIVIRO,en,edm,big room,8,1
Next To Me,Axel Johansson,en,pop,dance pop,10,1
Self Importance,Kilo Kish,en,r&b,neo soul,11,1
Neighbour,Verses,en,pop,dance pop,10,1
Tonight,MOTi,en,edm,progressive electro house,8,1
It's Alright,Jodeci,en,r&b,new jack swing,11,1
Better,Khalid,en,pop,electropop,10,1
Fractures,ILLENIUM,en,edm,pop edm,8,1
Bad - 2012 Remaster,Michael Jackson,en,rock,classic rock,13,1
Don't Miss Me? - UNKLFNKL Remix,Marianas Trench,en,pop,indie poptimism,10,1
Feeling Lonely,boy pablo,en,pop,indie poptimism,10,1
Afternoon,TENDER,en,pop,indie poptimism,10,1
Take It Off,Two Friends,en,pop,indie poptimism,10,1
I Luv It,Jeezy,en,rap,southern hip hop,12,1
MMMBop,Hanson,en,rock,permanent wave,13,1
This Love - Acoustic,Maroon 5,en,latin,latin pop,9,1
Original Don (feat. The Partysquad) [Flosstradamus Remix],Major Lazer,en,rap,trap,12,1
Jailhouse Rock,Elvis Presley,en,rock,classic rock,13,1
The House of the Rising Sun,The Animals,en,rock,hard rock,13,1
Ice Cream Man,Tyga,en,r&b,urban contemporary,11,1
Where I Won't Be Found,Seven Lions,en,edm,pop edm,8,1
Breakaway,Kelly Clarkson,en,pop,post-teen pop,10,1
On my shoulders,The Dø,en,rock,album rock,13,1
Kids in Love - Don Diablo Remix,Kygo,en,pop,dance pop,10,1
2 Of Amerikaz Most Wanted,2Pac,en,rap,southern hip hop,12,1
Torn,LeToya,en,r&b,urban contemporary,11,1
Crashing (feat. Bahari),ILLENIUM,en,edm,pop edm,8,1
Alarm,Olly James,en,edm,progressive electro house,8,1
Rise (feat. Skylar Grey),David Guetta,en,pop,electropop,10,1
Wild Wild Son - Club Mix,Armin van Buuren,en,edm,progressive electro house,8,1
Back on the Chain Gang,Morrissey,en,rock,permanent wave,13,1
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,en,r&b,urban contemporary,11,1
West End Girls - 2001 Remaster,Pet Shop Boys,en,rock,permanent wave,13,1
Make Me Wanna Die,The Pretty Reckless,en,rock,hard rock,13,1
Kobe,Chief Keef,en,rap,southern hip hop,12,1
Faded - Tiesto's Northern Lights Remix,Alan Walker,en,edm,electro house,8,1
Get to You Again,Mac Ayres,en,r&b,neo soul,11,1
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,en,rap,southern hip hop,12,1
Joy To The World,Three Dog Night,en,rock,album rock,13,1
Somebody That I Used To Know - 4FRNT Remix,Gotye,en,edm,pop edm,8,1
Remember the Name (feat. Styles of Beyond),Fort Minor,en,rock,hard rock,13,1
I Decided,Liv Warfield,en,r&b,neo soul,11,1
The Same Way,Don Diablo,en,edm,pop edm,8,1
Losing U (feat. Daylight) - Radio Edit,Klingande,en,pop,indie poptimism,10,1
Sneak Diss (feat. So6ix),Ghostemane,en,rap,gangster rap,12,1
Cake By The Ocean,DNCE,en,latin,latin hip hop,9,1
Molly,Tyga,en,rap,gangster rap,12,1
Whole Lotta Love,Santana,en,rock,classic rock,13,1
Do Me!,Bell Biv DeVoe,en,r&b,new jack swing,11,1
Black Butterflies,Kill The Buzz,en,edm,big room,8,1
Let Me Love You - Marshmello Remix,DJ Snake,en,rap,trap,12,1
Gullah Gullah Island,Dear Silas,en,r&b,urban contemporary,11,1
Before You Go,Lewis Capaldi,en,pop,post-teen pop,10,1
Young,The Chainsmokers,en,pop,electropop,10,1
Big Faces,Geto Boys,en,rap,southern hip hop,12,1
Rumors,Lindsay Lohan,en,pop,post-teen pop,10,1
I Just Wanna Party,YG,en,rap,gangster rap,12,1
Sound of da Police,KRS-One,en,rap,southern hip hop,12,1
No Right To Love You - Acoustic,Rhys Lewis,en,r&b,urban contemporary,11,1
everything i wanted,Billie Eilish,en,pop,dance pop,10,1
There for You,Martin Garrix,en,pop,electropop,10,1
Bring Da Ruckus,Wu-Tang Clan,en,rap,southern hip hop,12,1
Same Old Song,The Weeknd,en,r&b,urban contemporary,11,1
Gimme Back My Bullets,Lynyrd Skynyrd,en,rock,classic rock,13,1
Love My Way,The Psychedelic Furs,en,rock,permanent wave,13,1
Limitless - Radio Mix,BURNS,en,edm,progressive electro house,8,1
All That I Am,Joe,en,r&b,urban contemporary,11,1
Nowhere to Run,Brennan Savage,en,rap,gangster rap,12,1
Cool Side Of The Pillow,Kyle Dion,en,r&b,neo soul,11,1
Wherever You Will Go,The Calling,en,rock,album rock,13,1
If The World,Guns N' Roses,en,rock,album rock,13,1
Step by Step,New Kids On The Block,en,r&b,new jack swing,11,1
Silhouettes - Original Radio Edit,Avicii,en,edm,pop edm,8,1
Who I Am,Wage War,en,rock,hard rock,13,1
747,Bill Callahan,en,r&b,hip pop,11,1
Never Know,6LACK,en,r&b,urban contemporary,11,1
Rattle Your Cage,Skrizzly Adams,en,rock,classic rock,13,1
Beautiful Life,Lost Frequencies,en,pop,indie poptimism,10,1
Act a Fool,Rick Ross,en,rap,hip hop,12,1
Yeah!!!,Pastor Troy,en,rap,southern hip hop,12,1
Malibu,Miley Cyrus,en,pop,dance pop,10,1
Slow Ride,Foghat,en,rock,classic rock,13,1
No Denying,J Hus,en,r&b,urban contemporary,11,1
Forever Live My Name,Lil Rob,en,latin,latin hip hop,9,1
Dirty Deeds Done Dirt Cheap,AC/DC,en,rock,album rock,13,1
"Glowstix, Neon & Blood",Incubite,en,pop,electropop,10,1
The One - Radio Edit,Jorja Smith,en,r&b,neo soul,11,1
Summiteer,Watch Out Stampede,en,rock,hard rock,13,1
Someday,The Strokes,en,rock,permanent wave,13,1
Brightest Light - Radio Edit,FDVM,en,pop,indie poptimism,10,1
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,en,pop,dance pop,10,1
God Is a DJ,Faithless,en,pop,dance pop,10,1
24K Magic - R3hab Remix,Bruno Mars,en,edm,pop edm,8,1
Can't Feel My Face,The Weeknd,en,pop,electropop,10,1
Lost In Stereo,All Time Low,en,pop,post-teen pop,10,1
Message In A Bottle - Remastered 2003,The Police,en,rock,classic rock,13,1
Supernatural,Apollo LTD,en,pop,indie poptimism,10,1
Where The Hood At,DMX,en,rap,gangster rap,12,1
Hear Me Calling,Juice WRLD,en,rap,trap,12,1
Smooth (feat. Rob Thomas),Santana,en,rock,permanent wave,13,1
Opposites Attract,Paula Abdul,en,r&b,new jack swing,11,1
Into The Great Wide Open,Tom Petty and the Heartbreakers,en,rock,permanent wave,13,1
Sittin' Sidewayz (feat. Big Pokey),Paul Wall,en,rap,hip hop,12,1
Shooter,Lil Wayne,en,rap,southern hip hop,12,1
Titanium (feat. Sia),David Guetta,en,pop,post-teen pop,10,1
Over And Over,Sylvester,en,edm,progressive electro house,8,1
2000 Rounds,Pouya,en,rap,gangster rap,12,1
Sweet Emotion - Single Version,Aerosmith,en,rock,hard rock,13,1
Sketches of Pain,Audible Mainframe,en,r&b,neo soul,11,1
Pray to God - R3hab Remix,Calvin Harris,en,edm,big room,8,1
Confessions Part II - Confessions Special Edition Version,Usher,en,r&b,hip pop,11,1
Little Do You Know,Alex & Sierra,en,edm,pop edm,8,1
Fortunate,Maxwell,en,r&b,neo soul,11,1
Pon De Floor,Major Lazer,en,latin,latin hip hop,9,1
I Wonder if I Take You Home,Full Force,en,r&b,new jack swing,11,1
We Are Never Ever Getting Back Together,Taylor Swift,en,pop,post-teen pop,10,1
Shower the People,James Taylor,en,rock,classic rock,13,1
Carillon (with Achille Lauro),Nahaze,en,pop,dance pop,10,1
Heartbreaker,Her Bright Skies,en,rock,hard rock,13,1
Wicked,GRiZ,en,pop,indie poptimism,10,1
40th Street Black / We Will Fight,Wu-Tang Clan,en,rap,southern hip hop,12,1
Woke Up Late (feat. Hailee Steinfeld),Drax Project,en,r&b,hip pop,11,1
Sea Sick,Fat Nick,en,rap,gangster rap,12,1
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,en,latin,latin hip hop,9,1
Crazy On You,Heart,en,rock,hard rock,13,1
Hella Neck,Carnage,en,rap,hip hop,12,1
Walk Away,Franz Ferdinand,en,rock,permanent wave,13,1
Watching The World,Surahn,en,r&b,neo soul,11,1
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,en,rap,southern hip hop,12,1
Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,en,latin,latin hip hop,9,1
Howl,Beware Of Darkness,en,rap,southern hip hop,12,1
Paradise,Rex Orange County,en,pop,indie poptimism,10,1
I Feel It Coming,The Weeknd,en,pop,post-teen pop,10,1
Heart Don't Stand a Chance,Anderson .Paak,en,r&b,urban contemporary,11,1
Whyyawannabringmedown,Aranda,en,rock,hard rock,13,1
Days Gone By,Van Morrison,en,rock,classic rock,13,1
Patek Water,Future,en,rap,gangster rap,12,1
Your Side Of The Bed,Loote,en,pop,indie poptimism,10,1
Patiently Waiting,50 Cent,en,rap,gangster rap,12,1
I Need Love,LL Cool J,en,r&b,new jack swing,11,1
The Wrong Ones,JC Stewart,en,latin,latin hip hop,9,1
Time of Dying,Three Days Grace,en,rock,hard rock,13,1
Don't Cry (Original),Guns N' Roses,en,rock,classic rock,13,1
Die For You,Red,en,rock,hard rock,13,1
Let You Know - Nathan C Remix,Flume,en,edm,progressive electro house,8,1
On Top Of The World,Imagine Dragons,en,latin,latin hip hop,9,1
One Day,UGK,en,rap,southern hip hop,12,1
Black Horse And The Cherry Tree,KT Tunstall,en,rock,album rock,13,1
You & Me - Flume Remix,Disclosure,en,rap,trap,12,1
High On Life (feat. Bonn),Martin Garrix,en,pop,dance pop,10,1
"Rhythm Is A Dancer - 7"" Edit",SNAP!,en,pop,dance pop,10,1
Can't Fight This Feeling,REO Speedwagon,en,rock,hard rock,13,1
Runaway,Halcyon,en,latin,tropical,9,1
Smilin,Demun Jones,en,rap,southern hip hop,12,1
BOSS,The Carters,en,r&b,hip pop,11,1
Self Control,Frank Ocean,en,r&b,neo soul,11,1
Fool's Gold,Jill Scott,en,r&b,neo soul,11,1
Lockjaw (feat. Kodak Black),French Montana,en,rap,gangster rap,12,1
Glory Days,Bruce Springsteen,en,rock,classic rock,13,1
Whatever It Takes,Imagine Dragons,en,pop,post-teen pop,10,1
Sunday Bloody Sunday - Remastered 2008,U2,en,rock,classic rock,13,1
All or Nothing - Sultan + Shepard Remix,Lost Frequencies,en,latin,tropical,9,1
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),Attom,en,edm,pop edm,8,1
Kiss You All Over,Exile,en,rock,classic rock,13,1
Candy Rain,Soul For Real,en,r&b,new jack swing,11,1
GAMES ON YOUR PHONE,24kGoldn,en,r&b,urban contemporary,11,1
Don't Give Up,Chicane,en,edm,progressive electro house,8,1
Time In,Billy Marchiafava,en,rap,trap,12,1
In The Middle,dodie,en,pop,indie poptimism,10,1
That's Why (You Go Away) - 2014 Remastered Version,Michael Learns To Rock,en,rock,album rock,13,1
I Need A Hot Girl,Hot Boys,en,rap,hip hop,12,1
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,en,r&b,urban contemporary,11,1
BAD KID,Night Lovell,en,rap,gangster rap,12,1
Unstoppable,Paperwhite,en,pop,indie poptimism,10,1
It's a Sin - 2001 Remaster,Pet Shop Boys,en,pop,electropop,10,1
Nothin' But The Cavi Hit,Mack 10,en,rap,gangster rap,12,1
Unknown (To You),Jacob Banks,en,r&b,urban contemporary,11,1
Killing In The Name,Rage Against The Machine,en,rock,permanent wave,13,1
There Are Too Many Of Us,Blur,en,rock,permanent wave,13,1
Do Me Right,Guy,en,r&b,new jack swing,11,1
Bow Down,I Prevail,en,rock,hard rock,13,1
Glow - JSapp Remix,Britt Nicole,en,edm,progressive electro house,8,1
Cough Syrup,Young the Giant,en,pop,post-teen pop,10,1
Blame,Bryson Tiller,en,r&b,neo soul,11,1
Stone,Agnes Obel,en,pop,indie poptimism,10,1
Tell Your Friends,The Weeknd,en,r&b,neo soul,11,1
Is It Good To You,Teddy Riley,en,r&b,new jack swing,11,1
I Gotta Feeling,The Black Eyed Peas,en,latin,latin hip hop,9,1
Carry On - Nicky Romero Remix,Kygo,en,pop,dance pop,10,1
Before You Hit The Ground,Jonny Lang,en,rock,classic rock,13,1
Driftin' Blues,Charles Brown,en,rock,classic rock,13,1
Between The Devil And The Deep Blue Sea,George Harrison,en,rock,permanent wave,13,1
Since U Been Gone,Kelly Clarkson,en,latin,latin hip hop,9,1
Miss You Much,Janet Jackson,en,r&b,new jack swing,11,1
Stars,VIZE,en,edm,electro house,8,1
Flash Funk (feat. Marshmello),League of Legends,en,edm,big room,8,1
Oxygen,Maia Mitchell,en,pop,post-teen pop,10,1
I Found You (with Calvin Harris),benny blanco,en,pop,dance pop,10,1
Don't Stop Me Now - 2011 Mix,Queen,en,rock,album rock,13,1
MONOMANIA,The Word Alive,en,rock,hard rock,13,1
This Ain't My Day,Fredro Starr,en,rap,southern hip hop,12,1
Do Me Right,Guy,en,r&b,new jack swing,11,1
Stitches,Shawn Mendes,en,pop,post-teen pop,10,1
Twenty Eight,The Weeknd,en,r&b,urban contemporary,11,1
In the Morning (feat. Syd & Thundercat),Mac Miller,en,r&b,hip pop,11,1
In Trance - Studio Edit,Scorpions,en,rock,hard rock,13,1
Bad Blood,Nao,en,r&b,urban contemporary,11,1
Somethin Out of Nothin' (feat. Saara Maria),Joomanji,en,r&b,neo soul,11,1
Never Really Over - R3HAB Remix,Katy Perry,en,pop,dance pop,10,1
Bankroll,Taz,en,rap,gangster rap,12,1
Sometimes I Wonder,Darius Rucker,en,r&b,neo soul,11,1
I Never Loved a Man (The Way I Love You),Aretha Franklin,en,r&b,neo soul,11,1
Me and My Downfall,DeeExpus,en,rock,album rock,13,1
Steambreather,Mastodon,en,rock,hard rock,13,1
Heartbreaker - 1990 Remaster,Led Zeppelin,en,rock,classic rock,13,1
Chainsmoking,Jacob Banks,en,pop,indie poptimism,10,1
Tilt,Scott Walker,en,rock,permanent wave,13,1
Body Parts,Raphael Saadiq,en,r&b,neo soul,11,1
Tainted Love,Soft Cell,en,rock,classic rock,13,1
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,en,pop,dance pop,10,1
Sweet November,Troop,en,r&b,new jack swing,11,1
make daddy proud,blackbear,en,pop,electropop,10,1
The Pressure,The Cranberries,en,rock,album rock,13,1
Riot Rhythm,Sleigh Bells,en,rock,album rock,13,1
Your Love,Tom Misch,en,r&b,neo soul,11,1
Would You Mind,PRETTYMUCH,en,r&b,hip pop,11,1
Odessa,Caribou,en,pop,dance pop,10,1
Sanguine Paradise,Lil Uzi Vert,en,rap,hip hop,12,1
For Life (feat. Clint Lowery),3 Years Hollow,en,rock,hard rock,13,1
Milkshake,Kelis,en,rap,southern hip hop,12,1
Together Forever,Lisette Melendez,en,latin,latin hip hop,9,1
Only Can Get Better (feat. Daniel Merriweather),Silk City,en,latin,tropical,9,1
Cars,Gary Numan,en,rock,permanent wave,13,1
Travelin' Band,Creedence Clearwater Revival,en,rock,classic rock,13,1
Stay (Electro Swing Remix),11 Acorn Lane,en,edm,electro house,8,1
I'm Blessed,Charlie Wilson,en,r&b,urban contemporary,11,1
In the Air Tonight,Nonpoint,en,rock,hard rock,13,1
No Love Like Yours,Edward Sharpe & The Magnetic Zeros,en,r&b,neo soul,11,1
Now That We Found Love,Heavy D & The Boyz,en,r&b,new jack swing,11,1
Beat Of My Drum,POWERS,en,pop,indie poptimism,10,1
All Falls Down (feat. Juliander),Alan Walker,en,edm,electro house,8,1
Take Me Out,Franz Ferdinand,en,rock,permanent wave,13,1
Stardust,Gemini Syndrome,en,rock,hard rock,13,1
Swingin Party - 2008 Remaster,The Replacements,en,rock,permanent wave,13,1
Mother - Fedde Le Grand Remix,Charlie Puth,en,pop,dance pop,10,1
Animals - Radio Edit,Martin Garrix,en,edm,big room,8,1
Don't Be Afraid,Aaron Hall,en,r&b,new jack swing,11,1
Feels - Jai Wolf Remix,Kiiara,en,pop,indie poptimism,10,1
Palm Beach,Vicente Garcia,en,latin,tropical,9,1
In My Life - Remastered 2009,The Beatles,en,rock,classic rock,13,1
Peace of Mind,Boston,en,rock,album rock,13,1
Use Somebody,Kings of Leon,en,rock,classic rock,13,1
Superstar,Said the Sky,en,edm,pop edm,8,1
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,en,rock,permanent wave,13,1
Check Yo Self - Remix,Ice Cube,en,rap,southern hip hop,12,1
Move To The City - Live In Japan / 1992,Guns N' Roses,en,rock,album rock,13,1
My Way,Limp Bizkit,en,rock,hard rock,13,1
Motor City Madhouse - Edit,Ted Nugent,en,rock,hard rock,13,1
Flick Of The Wrist - Remastered 2011,Queen,en,rock,album rock,13,1
Burden,TENDER,en,pop,indie poptimism,10,1
Hardwired,Metallica,en,rock,hard rock,13,1
Colors,Black Pumas,en,r&b,hip pop,11,1
High And Dry,Radiohead,en,pop,indie poptimism,10,1
Burn - Original Mix,KSHMR,en,edm,electro house,8,1
Unwritten,Natasha Bedingfield,en,pop,post-teen pop,10,1
Chocolate Jesus,Tom Waits,en,rock,permanent wave,13,1
Neon,Frida Sundemo,en,pop,indie poptimism,10,1
Stay,David Guetta,en,edm,progressive electro house,8,1
Won't Get Fooled Again - Original Album Version,The Who,en,rock,hard rock,13,1
Is This It,The Strokes,en,rock,permanent wave,13,1
Trouble,Cage The Elephant,en,pop,indie poptimism,10,1
do re mi,blackbear,en,rap,hip hop,12,1
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,en,pop,dance pop,10,1
"What Christmas Means to Me - from ""The Best Man Holiday Original Motion Picture Soundtrack""",Fantasia,en,r&b,neo soul,11,1
Wolf,Skott,en,pop,indie poptimism,10,1
Thiago Silva,Dave,en,rap,hip hop,12,1
Lean On (feat. MØ & DJ Snake) - Tiësto & MOTi Remix,Major Lazer,en,pop,electropop,10,1
Easy Love - Original Mix,Sigala,en,latin,tropical,9,1
Thursday,Leven Kali,en,r&b,neo soul,11,1
Feelin' Alright?,Traffic,en,rock,classic rock,13,1
Stupid for You,Waterparks,en,pop,post-teen pop,10,1
Paranoid,Black Sabbath,en,rock,hard rock,13,1
Electric (feat. Khalid),Alina Baraz,en,pop,indie poptimism,10,1
Blowin' Trees (+ Napdonalds Skit),Nappy Roots,en,rap,southern hip hop,12,1
Last Request,Paolo Nutini,en,rock,album rock,13,1
