track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded,beta_vae_tuned_beta1_kmeans_cluster
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,en,rap,hip hop,12,1,6
Glory Days,Bruce Springsteen,en,rock,hard rock,13,1,7
Jungle Boogie,Kool & The Gang,en,r&b,urban contemporary,11,1,7
Everything and More (feat. Aaron Cole),Hollyn,en,pop,dance pop,10,1,13
In The Lap Of The Gods... Revisited - Remastered 2011,Queen,en,rock,album rock,13,1,3
The Humpty Dance,Digital Underground,en,r&b,new jack swing,11,1,6
Shake Whatcha Mama Gave Ya',Poison Clan,en,rap,southern hip hop,12,1,10
Have You Ever,Brandy,en,r&b,new jack swing,11,1,3
The Way I Are (Dance with Somebody) (feat. Lil Wayne) - Spotify Version,Bebe Rexha,en,r&b,hip pop,11,1,11
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,en,latin,latin pop,9,1,3
Hail Mary,2Pac,en,rap,gangster rap,12,1,6
Centerfold,The J. Geils Band,en,rock,classic rock,13,1,3
Waverunners,dopeSMOOTHIES,en,rap,southern hip hop,12,1,4
Hallucinogenics,Matt Maeson,en,pop,indie poptimism,10,1,3
Somebody I'm Not,Martin Jensen,en,latin,tropical,9,1,7
Fangirl,Lil Peep,en,r&b,urban contemporary,11,1,11
Lovers on the Sun (feat. Sam Martin),David Guetta,en,edm,electro house,8,1,1
Round and Round,Ratt,en,rock,classic rock,13,1,1
With You,Tony Terry,en,r&b,new jack swing,11,1,3
More Than You Know,Axwell /\ Ingrosso,en,pop,dance pop,10,1,1
But God,Isaac Carree,en,r&b,neo soul,11,1,10
OCD (with Dwn2earth),Logic,en,rap,hip hop,12,1,6
Cool,Jonas Brothers,en,r&b,hip pop,11,1,7
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,en,rap,hip hop,12,1,3
Cum on Feel the Noize,Quiet Riot,en,rock,classic rock,13,1,5
Electricity,Culture Code,en,edm,pop edm,8,1,1
Emotion,Mia Rodriguez,en,r&b,hip pop,11,1,5
Take Me Home (feat. Bebe Rexha),Cash Cash,en,edm,progressive electro house,8,1,1
Animals,Martin Garrix,en,edm,big room,8,1,11
I Need A Lover,John Mellencamp,en,rock,classic rock,13,1,7
Rock Wit U (Awww Baby),Ashanti,en,r&b,hip pop,11,1,7
Keep Yourself Alive - 2011 Mix,Queen,en,rock,album rock,13,1,13
The Next Time I Fall (with Amy Grant),Peter Cetera,en,rock,album rock,13,1,3
Where The Hood At,DMX,en,rap,gangster rap,12,1,10
Animal Instinct,The Cranberries,en,rock,album rock,13,1,1
I'm Ready,Tevin Campbell,en,r&b,new jack swing,11,1,7
The Boys Of Summer,Don Henley,en,rock,album rock,13,1,3
Did You Ever Think - Remix - Radio Edit,R. Kelly,en,r&b,new jack swing,11,1,6
Redbone,Childish Gambino,en,r&b,urban contemporary,11,1,3
I Just Want You,Caleb Hawley,en,r&b,neo soul,11,1,3
Treat You Better,Shawn Mendes,en,pop,dance pop,10,1,6
Bia' Bia',Lil Jon,en,rap,southern hip hop,12,1,6
Clan In Da Front,Wu-Tang Clan,en,rap,southern hip hop,12,1,6
When I See You Smile,Bad English,en,rock,album rock,13,1,13
Alladat,Jarren Benton,en,r&b,urban contemporary,11,1,10
Fireflies,Owl City,en,pop,post-teen pop,10,1,11
Thinking About You (feat. Ayah Marar),Calvin Harris,en,pop,electropop,10,1,1
Be the One,Dua Lipa,en,pop,electropop,10,1,13
Not Gon' Cry,Mary J. Blige,en,r&b,new jack swing,11,1,3
Feel,Victors,en,pop,indie poptimism,10,1,7
"You're Gonna Go Far, Kid",The Offspring,en,pop,post-teen pop,10,1,1
Can't You See,The Marshall Tucker Band,en,rock,album rock,13,1,1
Money For Nothing,Dire Straits,en,rock,classic rock,13,1,1
Used To,Drake,en,r&b,urban contemporary,11,1,13
Banquet,Bloc Party,en,rock,album rock,13,1,1
How We Party,R3HAB,en,edm,big room,8,1,1
Outta My System,Bow Wow,en,r&b,hip pop,11,1,6
2 MUCH (feat. 24hrs) (feat. 24hrs),Flosstradamus,en,rap,trap,12,1,5
Better Give U Up,FKJ,en,r&b,neo soul,11,1,6
With Me,dvsn,en,r&b,neo soul,11,1,3
Bang Bang,YNW Melly,en,rap,hip hop,12,1,10
Renaissance (feat. Clairity),Steve James,en,edm,pop edm,8,1,3
2U (feat. Justin Bieber),David Guetta,en,pop,electropop,10,1,5
Stutter,Marianas Trench,en,pop,post-teen pop,10,1,1
Boom Boom Pow,The Black Eyed Peas,en,pop,post-teen pop,10,1,1
Make tha Trap Say Aye (feat. Gucci Mane),OJ Da Juiceman,en,rap,southern hip hop,12,1,10
You Are the One Thing,Bright City,en,edm,progressive electro house,8,1,5
High School Dropout,Neon Dreams,en,pop,electropop,10,1,10
Make 'Em Say Ugh,Master P,en,rap,southern hip hop,12,1,4
Ruby,Kaiser Chiefs,en,rock,permanent wave,13,1,1
Paranoid,Black Sabbath,en,rock,classic rock,13,1,11
Easy Love,Sigala,en,latin,tropical,9,1,1
Paradise,Demun Jones,en,rap,southern hip hop,12,1,7
The Flute Song,Russ,en,rap,hip hop,12,1,10
Radar Love,Golden Earring,en,rock,album rock,13,1,13
slow motion,flor,en,pop,indie poptimism,10,1,7
Thief,Ookay,en,rap,trap,12,1,1
Society,Eddie Vedder,en,rock,permanent wave,13,1,2
Starstruck,Christopher Wilde,en,pop,post-teen pop,10,1,1
I Don't Fuck With You,Big Sean,en,pop,post-teen pop,10,1,7
Still Frame,Trapt,en,rock,hard rock,13,1,10
Issues/Hold On,Teyana Taylor,en,r&b,urban contemporary,11,1,3
Stellar,Jamila Woods,en,r&b,neo soul,11,1,3
Sloppy Seconds,Watsky,en,pop,indie poptimism,10,1,13
Party Rock Anthem,LMFAO,en,pop,post-teen pop,10,1,5
Right Down the Line,Gerry Rafferty,en,rock,album rock,13,1,3
Ether,Nas,en,rap,gangster rap,12,1,4
Bootie in Your Face - No Rock Drop,Deorro,en,edm,electro house,8,1,1
Calm Down,G-Eazy,en,rap,hip hop,12,1,4
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,en,latin,latin hip hop,9,1,3
Heartbeat,Claptone,en,pop,electropop,10,1,13
Kali Yuga,Ghostemane,en,rap,gangster rap,12,1,1
First Time - Gryffin Remix,Kygo,en,edm,electro house,8,1,7
Finally // beautiful stranger,Halsey,en,pop,dance pop,10,1,5
My Body,Young the Giant,en,pop,indie poptimism,10,1,1
Save It For A Rainy Day,Stephen Bishop,en,rock,classic rock,13,1,3
Do You Think About Me,50 Cent,en,rap,gangster rap,12,1,6
One Woman Man,Dave Hollister,en,r&b,new jack swing,11,1,7
No More,Disturbed,en,rock,hard rock,13,1,1
Lullaby - Calvo Remix,Sigala,en,edm,electro house,8,1,1
You Make My Dreams - Remastered,Daryl Hall & John Oates,en,pop,post-teen pop,10,1,3
United We Are,Hardwell,en,edm,big room,8,1,5
Love Will Tear Us Apart - 2010 Remaster,Joy Division,en,pop,electropop,10,1,7
Again,Wun Two,en,latin,tropical,9,1,6
Perfect Strangers,Jonas Blue,en,pop,indie poptimism,10,1,7
Applause,Lady Gaga,en,pop,post-teen pop,10,1,1
Turnin' Me Up,BJ The Chicago Kid,en,r&b,neo soul,11,1,7
Faded - Dash Berlin Remix,Alan Walker,en,pop,electropop,10,1,1
TRUE - Single Edit,Spandau Ballet,en,pop,electropop,10,1,3
Heroes (we could be),Alesso,en,pop,dance pop,10,1,1
Picture Perfect,Man Overboard,en,pop,post-teen pop,10,1,1
Shoot Shoot - 2007 Remastered Version,UFO,en,rock,hard rock,13,1,7
Back In Black,AC/DC,en,pop,post-teen pop,10,1,1
The Weekend - Funk Wav Remix,SZA,en,pop,electropop,10,1,13
Beauty,Dru Hill,en,r&b,urban contemporary,11,1,12
The Boys Are Back In Town,Thin Lizzy,en,rock,hard rock,13,1,7
Down 4 Whateva,Nuttin' Nyce,en,r&b,new jack swing,11,1,7
Another Day,Jamie Lidell,en,rock,album rock,13,1,7
Gz And Hustlas (feat. Nancy Fletcher),Snoop Dogg,en,rap,gangster rap,12,1,6
Turning Up,ARASHI,en,pop,dance pop,10,1,7
Sometimes When We Touch,Dan Hill,en,rock,album rock,13,1,12
Closely,August Roads,en,pop,indie poptimism,10,1,12
High Pressure Dave,HEALTH,en,pop,electropop,10,1,7
Metal,Gary Numan,en,rock,permanent wave,13,1,13
Take Me Home Tonight,Eddie Money,en,rock,album rock,13,1,7
Blue Lights,Jorja Smith,en,r&b,urban contemporary,11,1,6
Rehab,Amy Winehouse,en,r&b,neo soul,11,1,7
Emotionless,Drake,en,r&b,hip pop,11,1,5
Morning Starship,Morrissey,en,rock,classic rock,13,1,1
Don't Worry (feat. Ray Dalton) - Matoma Remix,Madcon,en,edm,pop edm,8,1,7
CAPO,NLE Choppa,en,rap,gangster rap,12,1,1
All Night,Parov Stelar,en,edm,electro house,8,1,13
Burden,Foy Vance,en,r&b,neo soul,11,1,12
Band of Gypsies - Edit,Cypress Hill,en,latin,latin hip hop,9,1,1
Break Your Heart,Taio Cruz,en,edm,pop edm,8,1,7
Adios,EVERGLOW,en,pop,dance pop,10,1,5
Hate Me Now (feat.- Puff Daddy),Nas,en,rap,gangster rap,12,1,6
Dancer,Gino Soccio,en,edm,progressive electro house,8,1,13
Look What You Made Me Do,Taylor Swift,en,pop,post-teen pop,10,1,5
Sever,Red,en,rock,hard rock,13,1,1
"Why You Get Funky On Me - From ""House Party"" Soundtrack",Today,en,r&b,new jack swing,11,1,3
Snapping,CHUNG HA,en,pop,dance pop,10,1,1
We Are,ONE OK ROCK,en,rock,album rock,13,1,1
Adios,Kim Viera,en,latin,latin pop,9,1,11
Girls Just Want to Have Fun,Cyndi Lauper,en,pop,electropop,10,1,7
Amsterdam,Rick Ross,en,rap,southern hip hop,12,1,1
Intoxicated - Radio Edit,Martin Solveig,en,pop,electropop,10,1,7
Answer is near,ONE OK ROCK,en,rock,album rock,13,1,10
Loyal,ODESZA,en,rap,trap,12,1,1
Work,Rihanna,en,rap,southern hip hop,12,1,13
Go to Sleep Little Baby,Niykee Heaton,en,pop,indie poptimism,10,1,12
Almeda,Solange,en,r&b,neo soul,11,1,3
6 Man,Drake,en,r&b,urban contemporary,11,1,4
Show Me Love - Original Mix,Sam Feldt,en,edm,progressive electro house,8,1,3
Las Palabras De Amor (The Words Of Love) - Remastered 2011,Queen,en,rock,album rock,13,1,3
Holy,Jamila Woods,en,r&b,neo soul,11,1,11
How Sweet It Is (To Be Loved by You),James Taylor,en,rock,classic rock,13,1,3
No Fear (feat. Donna Missal),Rudimental,en,edm,electro house,8,1,13
World In My Eyes - 2006 Remastered Version,Depeche Mode,en,pop,electropop,10,1,1
ghostin,Ariana Grande,en,pop,post-teen pop,10,1,2
Lost,Gareth Emery,en,edm,progressive electro house,8,1,1
679 (feat. Remy Boyz),Fetty Wap,en,rap,hip hop,12,1,10
Chemistry,Wiwek,en,edm,progressive electro house,8,1,6
High Hopes,Panic! At The Disco,en,pop,post-teen pop,10,1,7
Paris,Magic Man,en,pop,indie poptimism,10,1,1
Cameras,Matt and Kim,en,pop,indie poptimism,10,1,1
Ain't My Fault - R3hab Remix,Zara Larsson,en,rap,trap,12,1,1
Blue Ocean Floor,Justin Timberlake,en,r&b,urban contemporary,11,1,12
Behind Barz - Bonus,Drake,en,rap,hip hop,12,1,11
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,en,pop,indie poptimism,10,1,7
Sending My Love,Zhané,en,r&b,new jack swing,11,1,3
Only Girl,Kali Uchis,en,r&b,neo soul,11,1,5
Feeling Good,Demun Jones,en,rap,southern hip hop,12,1,7
Invisible Touch - 2007 Remaster,Genesis,en,rock,album rock,13,1,7
Another Day,Paul McCartney,en,rock,album rock,13,1,3
Hey Now - Arty Remix,London Grammar,en,edm,progressive electro house,8,1,1
Icarus,Kojey Radical,en,r&b,neo soul,11,1,4
I just need U. - Capital Kings Remix,TobyMac,en,edm,progressive electro house,8,1,5
Wait For You (feat. Maia Wright),Mike Williams,en,edm,progressive electro house,8,1,13
It's your life (feat. Chris Willis),David Guetta,en,edm,progressive electro house,8,1,5
Get Down,Nas,en,rap,gangster rap,12,1,6
New Light,John Mayer,en,pop,dance pop,10,1,7
Nothin' But The Cavi Hit,Mack 10,en,rap,southern hip hop,12,1,13
Gucci Gang,Lil Pump,en,rap,gangster rap,12,1,3
Voices In My Head,NIVIRO,en,edm,big room,8,1,11
Next To Me,Axel Johansson,en,pop,dance pop,10,1,11
Self Importance,Kilo Kish,en,r&b,neo soul,11,1,13
Neighbour,Verses,en,pop,dance pop,10,1,5
Tonight,MOTi,en,edm,progressive electro house,8,1,5
It's Alright,Jodeci,en,r&b,new jack swing,11,1,13
Better,Khalid,en,pop,electropop,10,1,3
Fractures,ILLENIUM,en,edm,pop edm,8,1,11
Bad - 2012 Remaster,Michael Jackson,en,rock,classic rock,13,1,1
Don't Miss Me? - UNKLFNKL Remix,Marianas Trench,en,pop,indie poptimism,10,1,6
Feeling Lonely,boy pablo,en,pop,indie poptimism,10,1,13
Afternoon,TENDER,en,pop,indie poptimism,10,1,13
Take It Off,Two Friends,en,pop,indie poptimism,10,1,7
I Luv It,Jeezy,en,rap,southern hip hop,12,1,13
MMMBop,Hanson,en,rock,permanent wave,13,1,7
This Love - Acoustic,Maroon 5,en,latin,latin pop,9,1,3
Original Don (feat. The Partysquad) [Flosstradamus Remix],Major Lazer,en,rap,trap,12,1,1
Jailhouse Rock,Elvis Presley,en,rock,classic rock,13,1,5
The House of the Rising Sun,The Animals,en,rock,hard rock,13,1,13
Ice Cream Man,Tyga,en,r&b,urban contemporary,11,1,5
Where I Won't Be Found,Seven Lions,en,edm,pop edm,8,1,1
Breakaway,Kelly Clarkson,en,pop,post-teen pop,10,1,5
On my shoulders,The Dø,en,rock,album rock,13,1,13
Kids in Love - Don Diablo Remix,Kygo,en,pop,dance pop,10,1,5
2 Of Amerikaz Most Wanted,2Pac,en,rap,southern hip hop,12,1,7
Torn,LeToya,en,r&b,urban contemporary,11,1,10
Crashing (feat. Bahari),ILLENIUM,en,edm,pop edm,8,1,13
Alarm,Olly James,en,edm,progressive electro house,8,1,10
Rise (feat. Skylar Grey),David Guetta,en,pop,electropop,10,1,5
Wild Wild Son - Club Mix,Armin van Buuren,en,edm,progressive electro house,8,1,5
Back on the Chain Gang,Morrissey,en,rock,permanent wave,13,1,1
Save Me Pt 2 (feat. Austin Lam),Ski Mask The Slump God,en,r&b,urban contemporary,11,1,3
West End Girls - 2001 Remaster,Pet Shop Boys,en,rock,permanent wave,13,1,1
Make Me Wanna Die,The Pretty Reckless,en,rock,hard rock,13,1,1
Kobe,Chief Keef,en,rap,southern hip hop,12,1,6
Faded - Tiesto's Northern Lights Remix,Alan Walker,en,edm,electro house,8,1,1
Get to You Again,Mac Ayres,en,r&b,neo soul,11,1,3
Cot Damn (feat. Ab-Liva & Rosco P. Coldchain),Clipse,en,rap,southern hip hop,12,1,4
Joy To The World,Three Dog Night,en,rock,album rock,13,1,3
Somebody That I Used To Know - 4FRNT Remix,Gotye,en,edm,pop edm,8,1,7
Remember the Name (feat. Styles of Beyond),Fort Minor,en,rock,hard rock,13,1,7
I Decided,Liv Warfield,en,r&b,neo soul,11,1,3
The Same Way,Don Diablo,en,edm,pop edm,8,1,1
Losing U (feat. Daylight) - Radio Edit,Klingande,en,pop,indie poptimism,10,1,13
Sneak Diss (feat. So6ix),Ghostemane,en,rap,gangster rap,12,1,1
Cake By The Ocean,DNCE,en,latin,latin hip hop,9,1,7
Molly,Tyga,en,rap,gangster rap,12,1,7
Whole Lotta Love,Santana,en,rock,classic rock,13,1,1
Do Me!,Bell Biv DeVoe,en,r&b,new jack swing,11,1,7
Black Butterflies,Kill The Buzz,en,edm,big room,8,1,1
Let Me Love You - Marshmello Remix,DJ Snake,en,rap,trap,12,1,1
Gullah Gullah Island,Dear Silas,en,r&b,urban contemporary,11,1,2
Before You Go,Lewis Capaldi,en,pop,post-teen pop,10,1,13
Young,The Chainsmokers,en,pop,electropop,10,1,7
Big Faces,Geto Boys,en,rap,southern hip hop,12,1,6
Rumors,Lindsay Lohan,en,pop,post-teen pop,10,1,1
I Just Wanna Party,YG,en,rap,gangster rap,12,1,6
Sound of da Police,KRS-One,en,rap,southern hip hop,12,1,6
No Right To Love You - Acoustic,Rhys Lewis,en,r&b,urban contemporary,11,1,3
everything i wanted,Billie Eilish,en,pop,dance pop,10,1,12
There for You,Martin Garrix,en,pop,electropop,10,1,13
Bring Da Ruckus,Wu-Tang Clan,en,rap,southern hip hop,12,1,4
Same Old Song,The Weeknd,en,r&b,urban contemporary,11,1,13
Gimme Back My Bullets,Lynyrd Skynyrd,en,rock,classic rock,13,1,7
Love My Way,The Psychedelic Furs,en,rock,permanent wave,13,1,7
Limitless - Radio Mix,BURNS,en,edm,progressive electro house,8,1,1
All That I Am,Joe,en,r&b,urban contemporary,11,1,3
Nowhere to Run,Brennan Savage,en,rap,gangster rap,12,1,3
Cool Side Of The Pillow,Kyle Dion,en,r&b,neo soul,11,1,5
Wherever You Will Go,The Calling,en,rock,album rock,13,1,7
If The World,Guns N' Roses,en,rock,album rock,13,1,7
Step by Step,New Kids On The Block,en,r&b,new jack swing,11,1,3
Silhouettes - Original Radio Edit,Avicii,en,edm,pop edm,8,1,1
Who I Am,Wage War,en,rock,hard rock,13,1,1
747,Bill Callahan,en,r&b,hip pop,11,1,12
Never Know,6LACK,en,r&b,urban contemporary,11,1,6
Rattle Your Cage,Skrizzly Adams,en,rock,classic rock,13,1,11
Beautiful Life,Lost Frequencies,en,pop,indie poptimism,10,1,13
Act a Fool,Rick Ross,en,rap,hip hop,12,1,5
Yeah!!!,Pastor Troy,en,rap,southern hip hop,12,1,1
Malibu,Miley Cyrus,en,pop,dance pop,10,1,1
Slow Ride,Foghat,en,rock,classic rock,13,1,7
No Denying,J Hus,en,r&b,urban contemporary,11,1,10
Forever Live My Name,Lil Rob,en,latin,latin hip hop,9,1,13
Dirty Deeds Done Dirt Cheap,AC/DC,en,rock,album rock,13,1,5
"Glowstix, Neon & Blood",Incubite,en,pop,electropop,10,1,7
The One - Radio Edit,Jorja Smith,en,r&b,neo soul,11,1,3
Summiteer,Watch Out Stampede,en,rock,hard rock,13,1,5
Someday,The Strokes,en,rock,permanent wave,13,1,7
Brightest Light - Radio Edit,FDVM,en,pop,indie poptimism,10,1,13
SOS - Laidback Luke Tribute Remix / Radio Edit,Avicii,en,pop,dance pop,10,1,1
God Is a DJ,Faithless,en,pop,dance pop,10,1,5
24K Magic - R3hab Remix,Bruno Mars,en,edm,pop edm,8,1,6
Can't Feel My Face,The Weeknd,en,pop,electropop,10,1,13
Lost In Stereo,All Time Low,en,pop,post-teen pop,10,1,1
Message In A Bottle - Remastered 2003,The Police,en,rock,classic rock,13,1,1
Supernatural,Apollo LTD,en,pop,indie poptimism,10,1,7
Where The Hood At,DMX,en,rap,gangster rap,12,1,10
Hear Me Calling,Juice WRLD,en,rap,trap,12,1,13
Smooth (feat. Rob Thomas),Santana,en,rock,permanent wave,13,1,7
Opposites Attract,Paula Abdul,en,r&b,new jack swing,11,1,7
Into The Great Wide Open,Tom Petty and the Heartbreakers,en,rock,permanent wave,13,1,3
Sittin' Sidewayz (feat. Big Pokey),Paul Wall,en,rap,hip hop,12,1,10
Shooter,Lil Wayne,en,rap,southern hip hop,12,1,6
Titanium (feat. Sia),David Guetta,en,pop,post-teen pop,10,1,1
Over And Over,Sylvester,en,edm,progressive electro house,8,1,7
2000 Rounds,Pouya,en,rap,gangster rap,12,1,4
Sweet Emotion - Single Version,Aerosmith,en,rock,hard rock,13,1,7
Sketches of Pain,Audible Mainframe,en,r&b,neo soul,11,1,13
Pray to God - R3hab Remix,Calvin Harris,en,edm,big room,8,1,5
Confessions Part II - Confessions Special Edition Version,Usher,en,r&b,hip pop,11,1,3
Little Do You Know,Alex & Sierra,en,edm,pop edm,8,1,12
Fortunate,Maxwell,en,r&b,neo soul,11,1,13
Pon De Floor,Major Lazer,en,latin,latin hip hop,9,1,6
I Wonder if I Take You Home,Full Force,en,r&b,new jack swing,11,1,1
We Are Never Ever Getting Back Together,Taylor Swift,en,pop,post-teen pop,10,1,7
Shower the People,James Taylor,en,rock,classic rock,13,1,3
Carillon (with Achille Lauro),Nahaze,en,pop,dance pop,10,1,5
Heartbreaker,Her Bright Skies,en,rock,hard rock,13,1,5
Wicked,GRiZ,en,pop,indie poptimism,10,1,5
40th Street Black / We Will Fight,Wu-Tang Clan,en,rap,southern hip hop,12,1,6
Woke Up Late (feat. Hailee Steinfeld),Drax Project,en,r&b,hip pop,11,1,13
Sea Sick,Fat Nick,en,rap,gangster rap,12,1,10
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,en,latin,latin hip hop,9,1,7
Crazy On You,Heart,en,rock,hard rock,13,1,13
Hella Neck,Carnage,en,rap,hip hop,12,1,4
Walk Away,Franz Ferdinand,en,rock,permanent wave,13,1,7
Watching The World,Surahn,en,r&b,neo soul,11,1,3
Mary Jane's Last Dance,Tom Petty and the Heartbreakers,en,rap,southern hip hop,12,1,5
Peanut Butter Jelly - Genairo Nvilla Remix,Galantis,en,latin,latin hip hop,9,1,1
Howl,Beware Of Darkness,en,rap,southern hip hop,12,1,7
Paradise,Rex Orange County,en,pop,indie poptimism,10,1,3
I Feel It Coming,The Weeknd,en,pop,post-teen pop,10,1,13
Heart Don't Stand a Chance,Anderson .Paak,en,r&b,urban contemporary,11,1,7
Whyyawannabringmedown,Aranda,en,rock,hard rock,13,1,1
Days Gone By,Van Morrison,en,rock,classic rock,13,1,7
Patek Water,Future,en,rap,gangster rap,12,1,5
Your Side Of The Bed,Loote,en,pop,indie poptimism,10,1,7
Patiently Waiting,50 Cent,en,rap,gangster rap,12,1,6
I Need Love,LL Cool J,en,r&b,new jack swing,11,1,6
The Wrong Ones,JC Stewart,en,latin,latin hip hop,9,1,11
Time of Dying,Three Days Grace,en,rock,hard rock,13,1,5
Don't Cry (Original),Guns N' Roses,en,rock,classic rock,13,1,1
Die For You,Red,en,rock,hard rock,13,1,1
Let You Know - Nathan C Remix,Flume,en,edm,progressive electro house,8,1,5
On Top Of The World,Imagine Dragons,en,latin,latin hip hop,9,1,7
One Day,UGK,en,rap,southern hip hop,12,1,6
Black Horse And The Cherry Tree,KT Tunstall,en,rock,album rock,13,1,7
You & Me - Flume Remix,Disclosure,en,rap,trap,12,1,13
High On Life (feat. Bonn),Martin Garrix,en,pop,dance pop,10,1,13
"Rhythm Is A Dancer - 7"" Edit",SNAP!,en,pop,dance pop,10,1,13
Can't Fight This Feeling,REO Speedwagon,en,rock,hard rock,13,1,3
Runaway,Halcyon,en,latin,tropical,9,1,10
Smilin,Demun Jones,en,rap,southern hip hop,12,1,5
BOSS,The Carters,en,r&b,hip pop,11,1,10
Self Control,Frank Ocean,en,r&b,neo soul,11,1,3
Fool's Gold,Jill Scott,en,r&b,neo soul,11,1,13
Lockjaw (feat. Kodak Black),French Montana,en,rap,gangster rap,12,1,10
Glory Days,Bruce Springsteen,en,rock,classic rock,13,1,7
Whatever It Takes,Imagine Dragons,en,pop,post-teen pop,10,1,5
Sunday Bloody Sunday - Remastered 2008,U2,en,rock,classic rock,13,1,7
All or Nothing - Sultan + Shepard Remix,Lost Frequencies,en,latin,tropical,9,1,1
Dive (feat. Cosmos & Creature) (feat. Cosmos & Creature),Attom,en,edm,pop edm,8,1,11
Kiss You All Over,Exile,en,rock,classic rock,13,1,12
Candy Rain,Soul For Real,en,r&b,new jack swing,11,1,5
GAMES ON YOUR PHONE,24kGoldn,en,r&b,urban contemporary,11,1,5
Don't Give Up,Chicane,en,edm,progressive electro house,8,1,13
Time In,Billy Marchiafava,en,rap,trap,12,1,11
In The Middle,dodie,en,pop,indie poptimism,10,1,3
That's Why (You Go Away) - 2014 Remastered Version,Michael Learns To Rock,en,rock,album rock,13,1,3
I Need A Hot Girl,Hot Boys,en,rap,hip hop,12,1,6
Express Yourself,Charles Wright & The Watts 103rd Street Rhythm Band,en,r&b,urban contemporary,11,1,3
BAD KID,Night Lovell,en,rap,gangster rap,12,1,12
Unstoppable,Paperwhite,en,pop,indie poptimism,10,1,13
It's a Sin - 2001 Remaster,Pet Shop Boys,en,pop,electropop,10,1,11
Nothin' But The Cavi Hit,Mack 10,en,rap,gangster rap,12,1,13
Unknown (To You),Jacob Banks,en,r&b,urban contemporary,11,1,9
Killing In The Name,Rage Against The Machine,en,rock,permanent wave,13,1,6
There Are Too Many Of Us,Blur,en,rock,permanent wave,13,1,7
Do Me Right,Guy,en,r&b,new jack swing,11,1,13
Bow Down,I Prevail,en,rock,hard rock,13,1,1
Glow - JSapp Remix,Britt Nicole,en,edm,progressive electro house,8,1,1
Cough Syrup,Young the Giant,en,pop,post-teen pop,10,1,5
Blame,Bryson Tiller,en,r&b,neo soul,11,1,13
Stone,Agnes Obel,en,pop,indie poptimism,10,1,12
Tell Your Friends,The Weeknd,en,r&b,neo soul,11,1,3
Is It Good To You,Teddy Riley,en,r&b,new jack swing,11,1,7
I Gotta Feeling,The Black Eyed Peas,en,latin,latin hip hop,9,1,7
Carry On - Nicky Romero Remix,Kygo,en,pop,dance pop,10,1,5
Before You Hit The Ground,Jonny Lang,en,rock,classic rock,13,1,13
Driftin' Blues,Charles Brown,en,rock,classic rock,13,1,12
Between The Devil And The Deep Blue Sea,George Harrison,en,rock,permanent wave,13,1,3
Since U Been Gone,Kelly Clarkson,en,latin,latin hip hop,9,1,7
Miss You Much,Janet Jackson,en,r&b,new jack swing,11,1,1
Stars,VIZE,en,edm,electro house,8,1,1
Flash Funk (feat. Marshmello),League of Legends,en,edm,big room,8,1,5
Oxygen,Maia Mitchell,en,pop,post-teen pop,10,1,1
I Found You (with Calvin Harris),benny blanco,en,pop,dance pop,10,1,1
Don't Stop Me Now - 2011 Mix,Queen,en,rock,album rock,13,1,5
MONOMANIA,The Word Alive,en,rock,hard rock,13,1,5
This Ain't My Day,Fredro Starr,en,rap,southern hip hop,12,1,13
Do Me Right,Guy,en,r&b,new jack swing,11,1,13
Stitches,Shawn Mendes,en,pop,post-teen pop,10,1,7
Twenty Eight,The Weeknd,en,r&b,urban contemporary,11,1,13
In the Morning (feat. Syd & Thundercat),Mac Miller,en,r&b,hip pop,11,1,10
In Trance - Studio Edit,Scorpions,en,rock,hard rock,13,1,1
Bad Blood,Nao,en,r&b,urban contemporary,11,1,13
Somethin Out of Nothin' (feat. Saara Maria),Joomanji,en,r&b,neo soul,11,1,6
Never Really Over - R3HAB Remix,Katy Perry,en,pop,dance pop,10,1,5
Bankroll,Taz,en,rap,gangster rap,12,1,13
Sometimes I Wonder,Darius Rucker,en,r&b,neo soul,11,1,13
I Never Loved a Man (The Way I Love You),Aretha Franklin,en,r&b,neo soul,11,1,3
Me and My Downfall,DeeExpus,en,rock,album rock,13,1,7
Steambreather,Mastodon,en,rock,hard rock,13,1,5
Heartbreaker - 1990 Remaster,Led Zeppelin,en,rock,classic rock,13,1,7
Chainsmoking,Jacob Banks,en,pop,indie poptimism,10,1,5
Tilt,Scott Walker,en,rock,permanent wave,13,1,3
Body Parts,Raphael Saadiq,en,r&b,neo soul,11,1,3
Tainted Love,Soft Cell,en,rock,classic rock,13,1,2
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,en,pop,dance pop,10,1,7
Sweet November,Troop,en,r&b,new jack swing,11,1,3
make daddy proud,blackbear,en,pop,electropop,10,1,3
The Pressure,The Cranberries,en,rock,album rock,13,1,11
Riot Rhythm,Sleigh Bells,en,rock,album rock,13,1,1
Your Love,Tom Misch,en,r&b,neo soul,11,1,3
