track_name,track_artist,language,playlist_genre,playlist_subgenre,genre_encoded,language_encoded
Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,en,pop,dance pop,10,1
Tobu Bole Keno Sahasai,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Din Jaye Raat Jaye,Anuradha Paudwal,bn,Devotional,Bhajan,5,0
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,en,pop,dance pop,10,1
This Ain't My Day,Fredro Starr,en,rap,southern hip hop,12,1
Tomay Porechhe Mone,Kishore Kumar,bn,Adhunik Bangla,Romantic Modern,0,0
Ami Mon Diye Chi,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Saat Sakaale,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Nadir Paare Uthchhe Dhonya,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Faded - Dash Berlin Remix,Alan Walker,en,pop,electropop,10,1
Hey Jealousy,Gin Blossoms,en,rock,permanent wave,13,1
Dekhe Elam Ruper Agun,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Silhouettes - Original Radio Edit,Avicii,en,edm,pop edm,8,1
You & Me - Flume Remix,Disclosure,en,rap,trap,12,1
In The Lap Of The Gods... Revisited - Remastered 2011,Queen,en,rock,album rock,13,1
Back In Black,AC/DC,en,pop,post-teen pop,10,1
Bia' Bia',Lil Jon,en,rap,southern hip hop,12,1
Intoxicated - Radio Edit,Martin Solveig,en,pop,electropop,10,1
Tomari Jharnatalar Nirjane,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Every Little Thing I Do - Remix,Soul For Real,en,r&b,new jack swing,11,1
Kali Yuga,Ghostemane,en,rap,gangster rap,12,1
High School Dropout,Neon Dreams,en,pop,electropop,10,1
Aakash Bhara,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Nature,7,0
But God,Isaac Carree,en,r&b,neo soul,11,1
Aaro Bhalo Hoto,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Keu Jane Na Tumi Je Amar,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Aaj Milan Tithir Purnima Chand,Kishore Kumar,bn,Bangla Film,Romantic Retro,1,0
Candy Rain,Soul For Real,en,r&b,new jack swing,11,1
Ei Brishtite Bhije Mati,Manna Dey|Lata Mangeshkar,bn,Bangla Folk,Regional Folk,2,0
Hridayer Gaan Shikhe To Gaay Go Sabai,Manna Dey,bn,Adhunik Bangla,Philosophical Modern,0,0
Black Horse And The Cherry Tree,KT Tunstall,en,rock,album rock,13,1
Another Day,Paul McCartney,en,rock,album rock,13,1
Bandha Moner Duar Diyechhi,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
All or Nothing - Sultan + Shepard Remix,Lost Frequencies,en,latin,tropical,9,1
Stay (Electro Swing Remix),11 Acorn Lane,en,edm,electro house,8,1
Easy Love,Sigala,en,latin,tropical,9,1
Aay Khuku Aay (Keta Na Somay),Hemant Kumar|Sravanti Mazumder,bn,Bangla Film,Duet Playback,1,0
Jabar Belay Pichhu Theke,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Jani Jani Tumi Esechho E Pathe,Sudeshna Chatterjee,bn,Adhunik Bangla,Romantic Modern,0,0
Na Chahile Jare Paoya Jaay - Manna Dey,Manna Dey,bn,Bangla Film,Romantic Playback,1,0
Sabar Aarale,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Slow Ride,Foghat,en,rock,classic rock,13,1
I Gotta Clean Up,Marvin Sease,en,rap,southern hip hop,12,1
You Really Got Me,Van Halen,en,rock,classic rock,13,1
The One - Radio Edit,Jorja Smith,en,r&b,neo soul,11,1
Before You Hit The Ground,Jonny Lang,en,rock,classic rock,13,1
slow motion,flor,en,pop,indie poptimism,10,1
Ami Je Ke Tomar,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Tomar Kaache Jabo,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Coffee Houser Sei Addata Aaj Aar Nei,Manna Dey,bn,Adhunik Bangla,Urban Nostalgia,0,0
Tari:- (Ebar Tor Mora Gange and Samal Samal Samal),Dohar,bn,Bangla Folk,Regional Folk,2,0
Limitless - Radio Mix,BURNS,en,edm,progressive electro house,8,1
Rattle Your Cage,Skrizzly Adams,en,rock,classic rock,13,1
Shono Mon Boli Tomay,R. D. Burman,bn,Adhunik Bangla,Philosophical Modern,0,0
Tui Ki Amar Putul Putul,Manna Dey,bn,Children's Music,Children's Song,4,0
Praaney Gaan Naai,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Aami Ekjon Saanto Sishto,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Jekyll and Hyde,Five Finger Death Punch,en,rock,hard rock,13,1
High Rises,CHIKA,en,rap,hip hop,12,1
Bujhbe Na Keu Bujhbe Na,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
E Monihar Amay,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Classic,7,0
Ek Din Pakhi Ure Jabe,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
No Fear (feat. Donna Missal),Rudimental,en,edm,electro house,8,1
With You,Tony Terry,en,r&b,new jack swing,11,1
Keno Re Tui Chorli,Kishore Kumar,bn,Adhunik Bangla,Melancholic Modern,0,0
Jabo Ki Jabo Na,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Would You Mind,PRETTYMUCH,en,r&b,hip pop,11,1
Roses,BJ The Chicago Kid,en,r&b,neo soul,11,1
Aamar Moner Kato Sukh Niye,Mukesh,bn,Bangla Film,Romantic Playback,1,0
Chokhe Chokhe Katha Balo,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Jete Dao Amay Dekona,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Forever Live My Name,Lil Rob,en,latin,latin hip hop,9,1
Bidhir Bandhan Katbe Tumi,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Balo Ki Achhe Go,R. D. Burman,bn,Bangla Film,Romantic Duet,1,0
Take Me Out,Franz Ferdinand,en,rock,permanent wave,13,1
Heroes (we could be),Alesso,en,pop,dance pop,10,1
To Cut a Long Story Short - 2010 Remaster,Spandau Ballet,en,rock,permanent wave,13,1
Tung Tung Tung,C.L.T.,bn,Adhunik Bangla,Romantic Modern,0,0
Bandhagharer Andhakare,Asha Bhosle|Kishore Kumar,bn,Adhunik Bangla,Philosophical Modern,0,0
Let You Know - Nathan C Remix,Flume,en,edm,progressive electro house,8,1
Ei Korechho Bhalo,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
Se To Elo Na,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Somebody That I Used To Know - 4FRNT Remix,Gotye,en,edm,pop edm,8,1
Upgraded,Capital Kings,en,edm,progressive electro house,8,1
Phule Gandha Nei,Asha Bhosle,bn,Bangla Film,Melancholy Playback,1,0
Nightrain,Guns N' Roses,en,rock,album rock,13,1
Redbone,Childish Gambino,en,r&b,urban contemporary,11,1
Bahudiner Agete Godhulir Belate,Bhupen Hazarika,bn,Adhunik Bangla,Romantic Modern,0,0
E Ki Chanchalata Jage,Hemant Kumar,bn,Bangla Film,Romantic Playback,1,0
The Voices,dreamEater,en,rap,trap,12,1
24K Magic - R3hab Remix,Bruno Mars,en,edm,pop edm,8,1
Aaro Katodin Ami Khunjechhi Tomake,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Tilt,Scott Walker,en,rock,permanent wave,13,1
Where The Hood At,DMX,en,rap,gangster rap,12,1
Barracuda,Heart,en,rock,classic rock,13,1
Rai Jago Rai Jago Bole,Amar Pal,bn,Bangla Folk,Polli Geeti,2,0
Neighbour,Verses,en,pop,dance pop,10,1
Ek Je Chhilo Maachhi,Antara Chwdhury,bn,Children's Music,Children's Song,4,0
Almeda,Solange,en,r&b,neo soul,11,1
Don't Cry (Original),Guns N' Roses,en,rock,classic rock,13,1
Flash Funk (feat. Marshmello),League of Legends,en,edm,big room,8,1
Bhuter Raja Dilo Bor,Anup Ghoshal|Rabi Ghosh,bn,Children's Music,Fantasy Film Song,4,0
Get to You Again,Mac Ayres,en,r&b,neo soul,11,1
Nadir Paare Uthchhe Dhonya,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Women Who Look Like You (feat. Guapdad 4000),JP Saxe,en,r&b,urban contemporary,11,1
Kana Machhi Bhon Bhon,Antara Chwdhury|Sabita Chowdhury,bn,Children's Music,Comic Song,4,0
Phire Eso Anuradha,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
Shono Mon Boli Tomay,R. D. Burman,bn,Adhunik Bangla,Philosophical Modern,0,0
Stay,David Guetta,en,edm,progressive electro house,8,1
Sajani Go Premer Katha,R. D. Burman,bn,Bangla Film,Romantic Playback,1,0
CAN YOU HEAR ME NOW?,Bishop Briggs,en,rock,permanent wave,13,1
Blue Lights,Jorja Smith,en,r&b,urban contemporary,11,1
Tomar Akash Duti Chokhe,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0
Bolchi Tomar Kane Kane- Female,Lata Mangeshkar,bn,Bangla Film,Romantic Solo,1,0
Opare Thakbo Ami,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Dak Pathale Kaal Sakale,Asha Bhosle|R. D. Burman,bn,Bangla Film,Duet Playback,1,0
Inside the Lines (feat. Casso),Mike Perry,en,latin,tropical,9,1
Patek Water,Future,en,rap,gangster rap,12,1
Kajol Kajol Chokhe,Geeta Dutt|Hemant Kumar,bn,Bangla Film,Duet Playback,1,0
"Barne, Gandhe, Chhande, Gitite",S. D. Burman,bn,Adhunik Bangla,Romantic Modern,0,0
Miss You Much,Janet Jackson,en,r&b,new jack swing,11,1
How Sweet It Is (To Be Loved by You),James Taylor,en,rock,classic rock,13,1
Ek Din Aaro Gelo,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Check Yo Self - Remix,Ice Cube,en,rap,southern hip hop,12,1
I Think of You,Sandra Lynn,en,r&b,neo soul,11,1
Feels - Jai Wolf Remix,Kiiara,en,pop,indie poptimism,10,1
Eshe Hirok Deshe,Anup Ghoshal,bn,Children's Music,Comic Song,4,0
Kar Milano Chao Birahi,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Burn - Original Mix,KSHMR,en,edm,electro house,8,1
Make Me Wanna Die,The Pretty Reckless,en,rock,hard rock,13,1
Jeevanamaraner,Debabrata Biswas,bn,Rabindra Sangeet,Tagore Devotional,7,0
Motor City Madhouse - Edit,Ted Nugent,en,rock,hard rock,13,1
Shudhu Bhalobasha Diye,Hemant Kumar,bn,Adhunik Bangla,Romantic Modern,0,0
Titanium (feat. Sia),David Guetta,en,pop,post-teen pop,10,1
Everything and More (feat. Aaron Cole),Hollyn,en,pop,dance pop,10,1
Ja Ja Ja Bhule Ja,Lata Mangeshkar,bn,Bangla Film,Melancholy Playback,1,0
Stutter,Marianas Trench,en,pop,post-teen pop,10,1
MMMBop,Hanson,en,rock,permanent wave,13,1
It's Alright,Jodeci,en,r&b,new jack swing,11,1
Ki Gabo Ami Ki Shunabo,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Chokhe Naame Brishti,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Don't Give Up,Chicane,en,edm,progressive electro house,8,1
Ek Baishakhe Dekha Holo Dujanay,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Baro Eka Laage,Manna Dey,bn,Bangla Film,Melancholy Playback,1,0
Shai Pakhitar,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Panic Room,Au/Ra,en,edm,progressive electro house,8,1
Thursday,Leven Kali,en,r&b,neo soul,11,1
Sukno Patar Nupur Paye,Feroza Begum,bn,Nazrul Geeti,Nazrul Romantic,6,0
Beautiful Life,Lost Frequencies,en,pop,indie poptimism,10,1
Shower the People,James Taylor,en,rock,classic rock,13,1
Ami To Tomar Chirodiner Hnasi Kannar Sathi,Nirmal Mishra,bn,Adhunik Bangla,Romantic Modern,0,0
Freefall,Camel,en,rock,album rock,13,1
Je Khanei Thako Sukhe Thako,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Hey Nutan Dekha Dik Aar-Bar,Swagatalakshmi Dasgupta,bn,Rabindra Sangeet,Tagore Classic,7,0
Do Me!,Bell Biv DeVoe,en,r&b,new jack swing,11,1
Die For You,Red,en,rock,hard rock,13,1
Amay Bolo Na Gahite,Suchitra Mitra,bn,Rabindra Sangeet,Tagore Classic,7,0
In the Morning (feat. Syd & Thundercat),Mac Miller,en,r&b,hip pop,11,1
For Life (feat. Clint Lowery),3 Years Hollow,en,rock,hard rock,13,1
Lockjaw (feat. Kodak Black),French Montana,en,rap,gangster rap,12,1
Deko Naa Aamarey,Indrani Sen,bn,Rabindra Sangeet,Tagore Classic,7,0
Bang Bang,YNW Melly,en,rap,hip hop,12,1
On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),Mustard,en,rap,hip hop,12,1
Khub Chena Chena Mukhkhani,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Hay Re Kala Eki Jwala,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Mork,The Bloody Beetroots,en,edm,electro house,8,1
Coffee Houser Sei Addata Aaj Aar Nei,Manna Dey,bn,Adhunik Bangla,Urban Nostalgia,0,0
Ore Amar Mon,Dwijen Mukherjee,bn,Adhunik Bangla,Romantic Modern,0,0
Baro Asha Kore Esechhi Go,Arundhati Holme Chowdhury|Hemant Kumar,bn,Rabindra Sangeet,Tagore Classic,7,0
Feelin' Alright?,Traffic,en,rock,classic rock,13,1
Body Language (feat. Usher & Tinashe),Kid Ink,en,pop,post-teen pop,10,1
Raat Je Madhumati,Asha Bhosle,bn,Bangla Film,Romantic Playback,1,0
Kichhu To Chahini Ami,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
My Way,Limp Bizkit,en,rock,hard rock,13,1
Love My Way,The Psychedelic Furs,en,rock,permanent wave,13,1
Tomar Dake Sara Dite,Aarti Mukherji,bn,Bangla Film,Romantic Playback,1,0
Dil Dariyar Majhete,Purna Das Baul,bn,Bangla Folk,Baul,2,0
"O,sona Byang",Antara Chwdhury,bn,Children's Music,Children's Song,4,0
Where I Won't Be Found,Seven Lions,en,edm,pop edm,8,1
Heart Don't Stand a Chance,Anderson .Paak,en,r&b,urban contemporary,11,1
Still Alive,Prison,en,rock,hard rock,13,1
Tainted Love,Soft Cell,en,rock,classic rock,13,1
Somethin Out of Nothin' (feat. Saara Maria),Joomanji,en,r&b,neo soul,11,1
Andhakarer Ei Raater Sheshe,Kishore Kumar,bn,Bangla Film,Romantic Playback,1,0
Fangirl,Lil Peep,en,r&b,urban contemporary,11,1
Na Mon Lage Na,Lata Mangeshkar,bn,Bangla Film,Romantic Retro,1,0
Mukhe Bolleye Prem Hoye Na,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Bhalobese Sakhi Nibhrite Jatane,Chinmoy Chatterjee,bn,Rabindra Sangeet,Tagore Nature,7,0
Ma Tui Amay Daya Korbi Ki Na Bal,Manna Dey,bn,Devotional,Spiritual,5,0
Jodi Bhabo Bhalobeshe,Alka Yagnik,bn,Bangla Film,Romantic Playback,1,0
Habuchandra Raja,Antara Chwdhury,bn,Children's Music,Fantasy Song,4,0
MONOMANIA,The Word Alive,en,rock,hard rock,13,1
Ka Phonta Chokher Jal Phelechho,Manna Dey,bn,Adhunik Bangla,Melancholic Modern,0,0
Loyal,ODESZA,en,rap,trap,12,1
Keno Je Kandao Bare Bare,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
Stitches,Shawn Mendes,en,pop,post-teen pop,10,1
Morning Starship,Morrissey,en,rock,classic rock,13,1
Last Request,Paolo Nutini,en,rock,album rock,13,1
Ami Cholte Cholte Theme Gechhi,Lata Mangeshkar,bn,Bangla Film,Romantic Playback,1,0
"Rangini Kato Mon, Mon Dite Chay",Manna Dey,bn,Adhunik Bangla,Romantic Modern,0,0
